industry_name_ANZSIC,rme_size_grp,variables
"Rental, Hiring and Real Estate Services",b_1-5,Rolling mean employees
"Rental, Hiring and Real Estate Services",b_1-5,Salaries and wages paid
"Rental, Hiring and Real Estate Services",b_1-5,"Sales, government funding, grants and subsidies"
"Rental, Hiring and Real Estate Services",b_1-5,Total income
"Rental, Hiring and Real Estate Services",b_1-5,Total expenditure
"Rental, Hiring and Real Estate Services",b_1-5,Operating profit before tax
"Rental, Hiring and Real Estate Services",b_1-5,Total assets
"Rental, Hiring and Real Estate Services",b_1-5,Fixed tangible assets
"Rental, Hiring and Real Estate Services",c_6-9,Activity unit
"Rental, Hiring and Real Estate Services",c_6-9,Rolling mean employees
"Rental, Hiring and Real Estate Services",c_6-9,Salaries and wages paid
"Rental, Hiring and Real Estate Services",c_6-9,"Sales, government funding, grants and subsidies"
"Rental, Hiring and Real Estate Services",c_6-9,Total income
"Rental, Hiring and Real Estate Services",c_6-9,Total expenditure
"Rental, Hiring and Real Estate Services",c_6-9,Operating profit before tax
"Rental, Hiring and Real Estate Services",c_6-9,Total assets
"Rental, Hiring and Real Estate Services",c_6-9,Fixed tangible assets
"Rental, Hiring and Real Estate Services",d_10-19,Activity unit
"Rental, Hiring and Real Estate Services",d_10-19,Rolling mean employees
"Rental, Hiring and Real Estate Services",d_10-19,Salaries and wages paid
"Rental, Hiring and Real Estate Services",d_10-19,"Sales, government funding, grants and subsidies"
"Rental, Hiring and Real Estate Services",d_10-19,Total income
"Rental, Hiring and Real Estate Services",d_10-19,Total expenditure
"Rental, Hiring and Real Estate Services",d_10-19,Operating profit before tax
"Rental, Hiring and Real Estate Services",d_10-19,Total assets
"Rental, Hiring and Real Estate Services",d_10-19,Fixed tangible assets
"Rental, Hiring and Real Estate Services",e_20-49,Activity unit
"Rental, Hiring and Real Estate Services",e_20-49,Rolling mean employees
"Rental, Hiring and Real Estate Services",e_20-49,Salaries and wages paid
"Rental, Hiring and Real Estate Services",e_20-49,"Sales, government funding, grants and subsidies"
"Rental, Hiring and Real Estate Services",e_20-49,Total income
"Rental, Hiring and Real Estate Services",e_20-49,Total expenditure
"Rental, Hiring and Real Estate Services",e_20-49,Operating profit before tax
"Rental, Hiring and Real Estate Services",e_20-49,Total assets
"Rental, Hiring and Real Estate Services",e_20-49,Fixed tangible assets
"Rental, Hiring and Real Estate Services",f_50-99,Activity unit
"Rental, Hiring and Real Estate Services",f_50-99,Rolling mean employees
"Rental, Hiring and Real Estate Services",f_50-99,Salaries and wages paid
"Rental, Hiring and Real Estate Services",f_50-99,"Sales, government funding, grants and subsidies"
"Rental, Hiring and Real Estate Services",f_50-99,Total income
"Rental, Hiring and Real Estate Services",f_50-99,Total expenditure
"Rental, Hiring and Real Estate Services",f_50-99,Operating profit before tax
"Rental, Hiring and Real Estate Services",f_50-99,Total assets
"Rental, Hiring and Real Estate Services",f_50-99,Fixed tangible assets
"Rental, Hiring and Real Estate Services",g_100-199,Activity unit
"Rental, Hiring and Real Estate Services",g_100-199,Rolling mean employees
"Rental, Hiring and Real Estate Services",g_100-199,Salaries and wages paid
"Rental, Hiring and Real Estate Services",g_100-199,"Sales, government funding, grants and subsidies"
"Rental, Hiring and Real Estate Services",g_100-199,Total income
"Rental, Hiring and Real Estate Services",g_100-199,Total expenditure
"Rental, Hiring and Real Estate Services",g_100-199,Operating profit before tax
"Rental, Hiring and Real Estate Services",g_100-199,Total assets
"Rental, Hiring and Real Estate Services",g_100-199,Fixed tangible assets
"Rental, Hiring and Real Estate Services",h_200+,Activity unit
"Rental, Hiring and Real Estate Services",h_200+,Rolling mean employees
"Rental, Hiring and Real Estate Services",h_200+,Salaries and wages paid
"Rental, Hiring and Real Estate Services",h_200+,"Sales, government funding, grants and subsidies"
"Rental, Hiring and Real Estate Services",h_200+,Total income
"Rental, Hiring and Real Estate Services",h_200+,Total expenditure
"Rental, Hiring and Real Estate Services",h_200+,Operating profit before tax
"Rental, Hiring and Real Estate Services",h_200+,Total assets
"Rental, Hiring and Real Estate Services",h_200+,Fixed tangible assets
"Rental, Hiring and Real Estate Services",i_Industry_Total,Activity unit
"Rental, Hiring and Real Estate Services",i_Industry_Total,Rolling mean employees
"Rental, Hiring and Real Estate Services",i_Industry_Total,Salaries and wages paid
"Rental, Hiring and Real Estate Services",i_Industry_Total,"Sales, government funding, grants and subsidies"
"Rental, Hiring and Real Estate Services",i_Industry_Total,Total income
"Rental, Hiring and Real Estate Services",i_Industry_Total,Total expenditure
"Rental, Hiring and Real Estate Services",i_Industry_Total,Operating profit before tax
"Rental, Hiring and Real Estate Services",i_Industry_Total,Total assets
"Rental, Hiring and Real Estate Services",i_Industry_Total,Fixed tangible assets
"Professional, Scientific and Technical Services",a_0,Activity unit
"Professional, Scientific and Technical Services",a_0,Rolling mean employees
"Professional, Scientific and Technical Services",a_0,Salaries and wages paid
"Professional, Scientific and Technical Services",a_0,"Sales, government funding, grants and subsidies"
"Professional, Scientific and Technical Services",a_0,Total income
"Professional, Scientific and Technical Services",a_0,Total expenditure
"Professional, Scientific and Technical Services",a_0,Operating profit before tax
"Professional, Scientific and Technical Services",a_0,Total assets
"Professional, Scientific and Technical Services",a_0,Fixed tangible assets
"Professional, Scientific and Technical Services",b_1-5,Activity unit
"Professional, Scientific and Technical Services",b_1-5,Rolling mean employees
"Professional, Scientific and Technical Services",b_1-5,Salaries and wages paid
"Professional, Scientific and Technical Services",b_1-5,"Sales, government funding, grants and subsidies"
"Professional, Scientific and Technical Services",b_1-5,Total income
"Professional, Scientific and Technical Services",b_1-5,Total expenditure
"Professional, Scientific and Technical Services",b_1-5,Operating profit before tax
"Professional, Scientific and Technical Services",b_1-5,Total assets
"Professional, Scientific and Technical Services",b_1-5,Fixed tangible assets
"Professional, Scientific and Technical Services",c_6-9,Activity unit
"Professional, Scientific and Technical Services",c_6-9,Rolling mean employees
"Professional, Scientific and Technical Services",c_6-9,Salaries and wages paid
"Professional, Scientific and Technical Services",c_6-9,"Sales, government funding, grants and subsidies"
"Professional, Scientific and Technical Services",c_6-9,Total income
"Professional, Scientific and Technical Services",c_6-9,Total expenditure
"Professional, Scientific and Technical Services",c_6-9,Operating profit before tax
"Professional, Scientific and Technical Services",c_6-9,Total assets
"Professional, Scientific and Technical Services",c_6-9,Fixed tangible assets
"Professional, Scientific and Technical Services",d_10-19,Activity unit
"Professional, Scientific and Technical Services",d_10-19,Rolling mean employees
"Professional, Scientific and Technical Services",d_10-19,Salaries and wages paid
"Professional, Scientific and Technical Services",d_10-19,"Sales, government funding, grants and subsidies"
"Professional, Scientific and Technical Services",d_10-19,Total income
"Professional, Scientific and Technical Services",d_10-19,Total expenditure
"Professional, Scientific and Technical Services",d_10-19,Operating profit before tax
"Professional, Scientific and Technical Services",d_10-19,Total assets
"Professional, Scientific and Technical Services",d_10-19,Fixed tangible assets
"Professional, Scientific and Technical Services",e_20-49,Activity unit
"Professional, Scientific and Technical Services",e_20-49,Rolling mean employees
"Professional, Scientific and Technical Services",e_20-49,Salaries and wages paid
"Professional, Scientific and Technical Services",e_20-49,"Sales, government funding, grants and subsidies"
"Professional, Scientific and Technical Services",e_20-49,Total income
"Professional, Scientific and Technical Services",e_20-49,Total expenditure
"Professional, Scientific and Technical Services",e_20-49,Operating profit before tax
"Professional, Scientific and Technical Services",e_20-49,Total assets
"Professional, Scientific and Technical Services",e_20-49,Fixed tangible assets
"Professional, Scientific and Technical Services",f_50-99,Activity unit
"Professional, Scientific and Technical Services",f_50-99,Rolling mean employees
"Professional, Scientific and Technical Services",f_50-99,Salaries and wages paid
"Professional, Scientific and Technical Services",f_50-99,"Sales, government funding, grants and subsidies"
"Professional, Scientific and Technical Services",f_50-99,Total income
"Professional, Scientific and Technical Services",f_50-99,Total expenditure
"Professional, Scientific and Technical Services",f_50-99,Operating profit before tax
"Professional, Scientific and Technical Services",f_50-99,Total assets
"Professional, Scientific and Technical Services",f_50-99,Fixed tangible assets
"Professional, Scientific and Technical Services",g_100-199,Activity unit
"Professional, Scientific and Technical Services",g_100-199,Rolling mean employees
"Professional, Scientific and Technical Services",g_100-199,Salaries and wages paid
"Professional, Scientific and Technical Services",g_100-199,"Sales, government funding, grants and subsidies"
"Professional, Scientific and Technical Services",g_100-199,Total income
"Professional, Scientific and Technical Services",g_100-199,Total expenditure
"Professional, Scientific and Technical Services",g_100-199,Operating profit before tax
"Professional, Scientific and Technical Services",g_100-199,Total assets
"Professional, Scientific and Technical Services",g_100-199,Fixed tangible assets
"Professional, Scientific and Technical Services",h_200+,Activity unit
"Professional, Scientific and Technical Services",h_200+,Rolling mean employees
"Professional, Scientific and Technical Services",h_200+,Salaries and wages paid
"Professional, Scientific and Technical Services",h_200+,"Sales, government funding, grants and subsidies"
"Professional, Scientific and Technical Services",h_200+,Total income
"Professional, Scientific and Technical Services",h_200+,Total expenditure
"Professional, Scientific and Technical Services",h_200+,Operating profit before tax
"Professional, Scientific and Technical Services",h_200+,Total assets
"Professional, Scientific and Technical Services",h_200+,Fixed tangible assets
"Professional, Scientific and Technical Services",i_Industry_Total,Activity unit
"Professional, Scientific and Technical Services",i_Industry_Total,Rolling mean employees
"Professional, Scientific and Technical Services",i_Industry_Total,Salaries and wages paid
"Professional, Scientific and Technical Services",i_Industry_Total,"Sales, government funding, grants and subsidies"
"Professional, Scientific and Technical Services",i_Industry_Total,Total income
"Professional, Scientific and Technical Services",i_Industry_Total,Total expenditure
"Professional, Scientific and Technical Services",i_Industry_Total,Operating profit before tax
"Professional, Scientific and Technical Services",i_Industry_Total,Total assets
"Professional, Scientific and Technical Services",i_Industry_Total,Fixed tangible assets
Administrative and Support Services,a_0,Activity unit
Administrative and Support Services,a_0,Rolling mean employees
Administrative and Support Services,a_0,Salaries and wages paid
Administrative and Support Services,a_0,"Sales, government funding, grants and subsidies"
Administrative and Support Services,a_0,Total income
Administrative and Support Services,a_0,Total expenditure
Administrative and Support Services,a_0,Operating profit before tax
Administrative and Support Services,a_0,Total assets
Administrative and Support Services,a_0,Fixed tangible assets
Administrative and Support Services,b_1-5,Activity unit
Administrative and Support Services,b_1-5,Rolling mean employees
